5.472764788804403494e-03,9.667393539993787352e-03,1.264718801346389511e-02
5.311315561897885472e-03,6.905102119381818435e-03,8.577043995009117974e-03
5.485779984497320128e-03,2.938212061596379848e-03,2.276063988520085710e-03
5.453599205432005555e-03,8.425120457096170945e-04,-1.080993922406766564e-03
6.280278175749985994e-03,2.119986910789143012e-05,-2.624928343394680209e-03
6.484847447464921200e-03,-3.446353136711110946e-04,-3.240009208589821922e-03
6.619905308850780601e-03,-6.337578641125278262e-04,-3.762338047833155025e-03
6.962445510150083901e-03,-1.037706174394728261e-03,-4.490372715849479807e-03
7.021990168522188047e-03,-1.956035346114586709e-03,-5.915335372032945113e-03
7.016022948936350735e-03,-1.482088321709852663e-03,-5.197754468309879333e-03
7.610889452762261732e-03,-1.355063318344604251e-03,-5.136606472481616489e-03
7.719685248049561362e-03,-1.608815884081076560e-03,-5.555205310838983584e-03
7.577921436031853468e-03,-2.367671621907292169e-03,-6.687712886491889615e-03
8.109349489367626354e-03,-1.632453924378592840e-03,-5.689667596766175353e-03
8.479829256634310516e-03,-1.098275246013740098e-03,-4.856924363143977005e-03
8.275031061093408510e-03,-8.119284524341854490e-04,-4.331434926453861869e-03
7.781968044354201954e-03,-6.475501798468768578e-04,-4.004518166276055738e-03
9.190121810373468730e-03,-2.360126105293048086e-04,-3.595121886757139673e-03
9.278403874098506421e-03,-1.135367114259687731e-04,-3.386665981515171297e-03
9.591114360531845240e-03,5.193501593386837061e-05,-3.166171857169666586e-03
8.256298251955075315e-03,2.908737495846295810e-05,-3.015598366385048579e-03
9.437722209600882609e-03,2.943738245657212126e-04,-2.769537828498174880e-03
9.617770790998131022e-03,2.962020495494779317e-04,-2.767969980015347851e-03
1.009349725957580865e-02,3.684327155459811085e-04,-2.687466845812543168e-03
1.020116953259684635e-02,4.968626685345859132e-04,-2.498320923800344002e-03
1.007368094765679657e-02,4.776842892316271764e-04,-2.531884106216850724e-03
9.743054920443521005e-03,4.951963928939288103e-04,-2.556087462463906435e-03
1.031298224667282805e-02,5.694164940611948396e-04,-2.508397591700237735e-03
1.165715196574139065e-02,6.937969816622612407e-04,-2.448489463443589368e-03
9.906234444217008536e-03,4.811763857100178959e-04,-2.586564706186776121e-03
1.077009230123595132e-02,7.068506096288592992e-04,-2.400381859959494716e-03
1.085928058134884126e-02,7.438140183868507211e-04,-2.402742030499747505e-03
1.067123145485973819e-02,6.344452968613282454e-04,-2.535771787304349351e-03
9.413224845257833762e-03,4.774052140079688175e-04,-2.621424916285430579e-03
8.880703553233126185e-03,4.599402946313521840e-04,-2.610571327733712029e-03
9.391542799129133645e-03,5.182843732606316452e-04,-2.608769215918795795e-03
8.480828194872454262e-03,4.357242600419138556e-04,-2.581283894717197654e-03
8.210277413221360107e-03,3.776026460227428360e-04,-2.601998502224316286e-03
7.459974400490948857e-03,2.652210516156070798e-04,-2.634691251209582419e-03
6.944151874126746650e-03,2.139016651821077026e-04,-2.636741323277562010e-03
6.573897788956219353e-03,1.955069941007519336e-04,-2.618831826216493942e-03
6.868594152462866552e-03,2.002389277970008103e-04,-2.653139883002231768e-03
6.297404128338335121e-03,1.151111420960787215e-04,-2.655626738299708169e-03
4.860174096358155053e-03,-1.674585339987626160e-05,-2.593502195191534510e-03
5.970719736303867903e-03,1.111179317606415432e-04,-2.623031698513761650e-03
5.701706003926416445e-03,7.194993702766578497e-05,-2.606217710985525744e-03
5.381584670250894736e-03,3.118654445289588325e-05,-2.588988352611592669e-03
4.716780170615706737e-03,-2.821995503019044408e-05,-2.553799719564218366e-03
4.800013845202166611e-03,-3.003541544170108666e-05,-2.587248404274323111e-03
4.597917384267387851e-03,-5.204993484455664051e-05,-2.574910700570948608e-03
4.619311336843154141e-03,-5.084742978120499883e-05,-2.576032514320166552e-03
5.105274295892183074e-03,-6.859898971117086142e-06,-2.623775635286639766e-03
4.782246002581052972e-03,-2.900102554321644640e-05,-2.607780454151025461e-03
4.982603207510781507e-03,-7.431586713699664994e-06,-2.614204842190021461e-03
5.032834913896655320e-03,6.130486428425849102e-07,-2.612495918377159311e-03
5.498890416750041796e-03,4.243764724309940145e-05,-2.652444058936613298e-03
4.487316450637175019e-03,-6.795404066867440844e-05,-2.599672859690356150e-03
5.068670192869342839e-03,3.205230555072194117e-06,-2.632981738660277425e-03
5.020181159596131745e-03,-6.700327889979902648e-06,-2.632279435948669481e-03
5.534442006829612057e-03,5.203215342759825535e-05,-2.667862962865303125e-03
5.536627579699022854e-03,4.567731319570618941e-05,-2.683900310242406332e-03
5.502551080395145892e-03,4.309601074163931704e-05,-2.690067790839706201e-03
5.521917567855566707e-03,4.125185759200875496e-05,-2.696437556275394550e-03
5.081983233565464698e-03,2.712599077523282742e-05,-2.620656935369101905e-03
6.164103170958049570e-03,1.321024137374411612e-04,-2.721041622822555680e-03
5.789576414249246288e-03,8.963666206970565269e-05,-2.707591241765819681e-03
6.309032621053999902e-03,1.659826623636905180e-04,-2.719353351677112653e-03
6.562378740458691545e-03,2.153007819282729462e-04,-2.713120168256624200e-03
7.136360089778233905e-03,3.078713723945966391e-04,-2.711507882398044977e-03
7.421787327185916383e-03,3.531499113566754860e-04,-2.708687421989998921e-03
8.082013509072753440e-03,4.653121072855430319e-04,-2.709600290933556269e-03
