time_div,plate_number,class,cell_line,pair_number,well_number,Mean firing rate,ISI CV,Network ISI CV,Spike count Fano factor,# of active electrodes,Weighted mean firing rate,# of bursting electrodes,Mean burst duration,Mean # of spikes per burst,Mean ISI within bursts,Median ISI within bursts,Median / mean ISI within bursts,Mean IBI,Mean burst rate,Normalized burst duration IQR,IBI CV,Burst %,Mean NB rate,Mean NB duration,Mean # of spikes per NB,Mean ISI within NBs,Median ISI within NBs,Median / mean ISI within NBs,ISI CV within NBs,# of NB electrodes,Weighted mean # of spikes per NB,NB %,INBI CV,Normalized NB duration IQR,Normalized cross-correlation AUC,FWHH of normalized cross-correlation,Synchrony index,Kreuz SPIKE-distance synchrony,NB peak firing rate,Time to NB peak,Spike count Fano factor within NBs,ISI CV within bursts,Spike count Fano factor within bursts,Mean INBI,Mean ISI,Spike time tiling coefficient
35,25,Class 2,Q2-01,1,23,0.520416666666667,1.37406549889813,1.46803688866424,2.12273814496585,12,0.692222222222222,8,0.877964175409557,7.79400756514727,0.138144238439115,0.125242640098465,0.889490818886394,33.7808169252645,0.0425,0.768470157863323,0.691905328917585,20.5560974506058,0.0666666666666667,2.061816,61.15,0.0342581981766137,0.0200459999999985,0.588796989085217,1.17279639802139,9.8,6.23999639249639,48.9591673338671,0.290867354908845,0.235303370906985,0.0202665237622631,68,0.0397182868758934,0.5653156066008,200,549.5,2.61848146537142,0.88069087736144,1.38792794942145,14.7737557894737,21.9273936165937,0.00837303933056226
9,14,Class 1,isoQ2-03,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,Class 1,isoQ2-03,3,2,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,Class 1,isoQ2-03,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,Class 1,isoQ2-03,3,4,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,Class 1,isoQ2-03,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,Class 1,isoQ2-03,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,Class 1,isoQ2-03,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,Class 1,isoQ2-03,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,Class 1,isoQ2-03,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,Class 1,isoQ2-03,3,10,0.000625,0,0.98959807838959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,Class 1,isoQ2-03,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,Class 1,isoQ2-03,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,Class 1,isoQ2-03,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,Class 1,isoQ2-03,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,Class 1,isoQ2-03,3,15,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,Class 1,isoQ2-03,3,16,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,Class 1,isoQ2-03,3,17,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,Class 1,isoQ2-03,3,18,0.000416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.02216,0
9,15,Class 1,isoQ2-03,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,Class 1,isoQ2-03,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,Class 1,isoQ2-03,3,21,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,Class 1,isoQ2-03,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,Class 1,isoQ2-03,3,23,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,Class 1,isoQ2-03,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,Class 1,isoQ2-03,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,Class 1,isoQ2-03,3,26,0.000416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,Class 1,isoQ2-03,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,Class 1,isoQ2-03,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,Class 1,isoQ2-03,3,29,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,Class 1,isoQ2-03,3,30,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,Class 1,isoQ2-03,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,Class 1,isoQ2-03,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,Class 1,isoQ2-03,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,Class 1,isoQ2-03,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,Class 1,isoQ2-03,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,Class 1,isoQ2-03,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,Class 1,isoQ2-03,3,1,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,Class 1,isoQ2-03,3,2,0.000833333333333333,0,1.10411044330275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.26324,0
10,14,Class 1,isoQ2-03,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,Class 1,isoQ2-03,3,4,0.000416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,Class 1,isoQ2-03,3,5,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,Class 1,isoQ2-03,3,6,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,Class 1,isoQ2-03,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,Class 1,isoQ2-03,3,8,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,Class 1,isoQ2-03,3,9,0.000625,0,0.693667341084932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.82144,0
10,14,Class 1,isoQ2-03,3,10,0.000416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.1068,0
10,14,Class 1,isoQ2-03,3,11,0.00104166666666667,0,1.22695175753489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0014,0
10,14,Class 1,isoQ2-03,3,12,0.00791666666666667,2.99785928802425,2.99785928802425,5.93770139634801,1,0.126666666666667,1,0.0608400000000107,5.66666666666667,0.01258758730159,0.00712666666667398,0.684728312649486,39.761232,0.02,1.12810030165397,0.640048664870695,89.4736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46101789998772,0.329411764705882,0,5.37593945945946,0
10,15,Class 1,isoQ2-03,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,Class 1,isoQ2-03,3,14,0.000416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89304,0
10,15,Class 1,isoQ2-03,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,Class 1,isoQ2-03,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,Class 1,isoQ2-03,3,17,0.000416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,Class 1,isoQ2-03,3,18,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,Class 1,isoQ2-03,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,Class 1,isoQ2-03,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,Class 1,isoQ2-03,3,21,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,Class 1,isoQ2-03,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,Class 1,isoQ2-03,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,Class 1,isoQ2-03,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,Class 1,isoQ2-03,3,25,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,Class 1,isoQ2-03,3,26,0.000416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45192,0
10,16,Class 1,isoQ2-03,3,27,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,Class 1,isoQ2-03,3,28,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,Class 1,isoQ2-03,3,29,0.000416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,Class 1,isoQ2-03,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,Class 1,isoQ2-03,3,31,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,Class 1,isoQ2-03,3,32,0.000416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,Class 1,isoQ2-03,3,33,0.00125,0.943695456513915,0.943695456513915,0.89795918367347,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.523392,0
10,16,Class 1,isoQ2-03,3,34,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,Class 1,isoQ2-03,3,35,0.000625,0,1.15007234076146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.58168,0
10,16,Class 1,isoQ2-03,3,36,0.00104166666666667,0,1.99747291901462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362211173722777,2,0.135077473090707,0.0230288555352608,0,0,0,0,0,0,0.0941200000000002,0
12,14,Class 1,isoQ2-03,3,1,0.00145833333333333,1.14982857746366,1.26109002831347,0.89795918367347,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.616032,0
12,14,Class 1,isoQ2-03,3,2,0.00916666666666667,0.756694193743688,0.622959946847024,0.848269742679681,3,0.0377777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16468360584862e-19,2,0,0.124018746935757,0,0,0,0,0,0,64.3083658585859,0
12,14,Class 1,isoQ2-03,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,14,Class 1,isoQ2-03,3,4,0.00604166666666667,0.641507850156049,0.640771652292704,0.62055933484505,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3059076923077,0
12,14,Class 1,isoQ2-03,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,14,Class 1,isoQ2-03,3,6,0.00166666666666667,0.678620333951891,0.678620333951891,0.857142857142856,1,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3787885714286,0
12,14,Class 1,isoQ2-03,3,7,0.000625,0,1.06693918272429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.45536,0
12,14,Class 1,isoQ2-03,3,8,0.00145833333333333,0.955451168185031,1.02672073759526,0.89795918367347,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.103648,0
12,14,Class 1,isoQ2-03,3,9,0.00229166666666667,0.590898366991023,0.971939169101622,0.918367346938775,2,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.98889,0
12,14,Class 1,isoQ2-03,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,14,Class 1,isoQ2-03,3,11,0.00145833333333333,0,1.52306307756741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.515253333333,0
12,14,Class 1,isoQ2-03,3,12,0.0025,1.54688696627355,1.54902522038242,1.75218658892128,1,0.0233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6705733333333,0
12,15,Class 1,isoQ2-03,3,13,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,15,Class 1,isoQ2-03,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,15,Class 1,isoQ2-03,3,15,0.000625,0,0.671620493437254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,15,Class 1,isoQ2-03,3,16,0.0745833333333333,1.18301459657713,1.18301459657713,0.338387869114126,1,1.19333333333333,1,0.0610600000000012,4.125,0.0194441666666672,0.0180100000000056,0.93296870297655,18.1428457142857,0.0266666666666667,0,1.70107953772027,9.21787709497207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273116593235914,0.0303030303030303,0,0.837181848739496,0
12,15,Class 1,isoQ2-03,3,17,0.0127083333333333,1.57667058652748,1.52445664738751,2.72189553787617,1,0.196666666666667,1,35.77736,30,1.23370206896552,0.966159999999995,0.783138834167749,0,0.00333333333333333,0,0,16.9491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767938526630869,0,0,5.03944689655172,0
12,15,Class 1,isoQ2-03,3,18,0.000833333333333333,0,0.663822063850494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.12424,0
12,15,Class 1,isoQ2-03,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,15,Class 1,isoQ2-03,3,20,0.000416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,15,Class 1,isoQ2-03,3,21,0.001875,0.630726522277766,0.630726522277766,0.836734693877551,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.29118,0
12,15,Class 1,isoQ2-03,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,15,Class 1,isoQ2-03,3,23,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,15,Class 1,isoQ2-03,3,24,0.000416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,16,Class 1,isoQ2-03,3,25,0.000416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,16,Class 1,isoQ2-03,3,26,0.000416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,16,Class 1,isoQ2-03,3,27,0.000833333333333333,0,0.58644840136324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.8458,0
12,16,Class 1,isoQ2-03,3,28,0.0025,0,0.963799913692531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.8901933333333,0
12,16,Class 1,isoQ2-03,3,29,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,16,Class 1,isoQ2-03,3,30,0.00145833333333333,0,0.708191637232602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.67572,0
12,16,Class 1,isoQ2-03,3,31,0.000625,0,0.384794921908269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,16,Class 1,isoQ2-03,3,32,0.00229166666666667,0.616126588294875,0.684094212758534,0.836734693877551,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0117,0
12,16,Class 1,isoQ2-03,3,33,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,16,Class 1,isoQ2-03,3,34,0.00104166666666667,0,1.14093011861556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.85932,0
12,16,Class 1,isoQ2-03,3,35,0.001875,0,0.74203396979796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016108093612007,1,0.132687376639256,0.0399432699910123,0,0,0,0,0,0,77.6537533333333,0
12,16,Class 1,isoQ2-03,3,36,0.00125,0,1.17858096535483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.24448,0
13,14,Class 1,isoQ2-03,3,1,0.00145833333333333,0,1.11352121949193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15549061269955e-18,1,0,0.0404155941543854,0,0,0,0,0,0,32.3880533333333,0
13,14,Class 1,isoQ2-03,3,2,0.00541666666666667,0.855596903335359,0.910690315425164,0.884615384615384,2,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8615368253968,0
13,14,Class 1,isoQ2-03,3,3,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,14,Class 1,isoQ2-03,3,4,0.005625,1.24371140978548,1.62923363574906,1.09438775510204,2,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8912764444444,0
13,14,Class 1,isoQ2-03,3,5,0.00208333333333333,0.959396859199759,1.40167418227545,1.23809523809524,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.842432,0
13,14,Class 1,isoQ2-03,3,6,0.00416666666666667,0.590878585341789,0.63350916237137,0.793517406962785,1,0.0566666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9094675,0
13,14,Class 1,isoQ2-03,3,7,0.000208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
